ID	symbol	lfc.16h	p.16h
ENSMUSG00000002395	Use1	-0.230681038766381	0.522840960362555
ENSMUSG00000002396	Ocel1	-0.431062379825054	0.151111542012386
ENSMUSG00000002409	Dyrk1b	-0.64812987907933	0.1282099655929
ENSMUSG00000002413	Braf	0.376752250395355	0.331435707808858
ENSMUSG00000002416	Ndufb2	0.185193170154518	0.676692495775331
ENSMUSG00000002428	Hltf	-0.135891572430108	0.663731668534028
ENSMUSG00000002455	Prpf6	0.121815752832862	0.742830531979271
ENSMUSG00000002458	Rgs19	-0.123949257033411	0.633995102857737
ENSMUSG00000002459	Rgs20	0	1
ENSMUSG00000002475	Abhd3	1.0394718487453	0.0298638514460828
ENSMUSG00000002477	Snrpd1	0.31093971435163	0.293055192853156
ENSMUSG00000002486	Tchp	-0.270323810676148	0.585989012183753
ENSMUSG00000002489	Tiam1	-0.799314774866454	0.189394096246669
ENSMUSG00000002496	Tsc2	-0.123329179354794	0.822201027435527
ENSMUSG00000002500	Rpl3l	0	1
ENSMUSG00000002504	Slc9a3r2	0	1
ENSMUSG00000002524	Puf60	0.151738371731971	0.60431310583755
ENSMUSG00000002546	Golga2	0.0664021493808522	0.857328034392753
ENSMUSG00000002550	Uck1	-0.00188755615806671	0.996330250503276
ENSMUSG00000002565	Scin	0	1
ENSMUSG00000002578	Ikzf4	0	1
ENSMUSG00000002580	Mien1	0.226392842197677	0.432657179815209
ENSMUSG00000002588	Pon1	0	1
ENSMUSG00000002602	Axl	-0.575696367017864	0.123712719228988
ENSMUSG00000002603	Tgfb1	-0.330464708475055	0.166860216050132
ENSMUSG00000002608	Ccdc97	-0.0433075496196417	0.920525156290117
ENSMUSG00000002617	Zfp40	-0.109698310287584	0.76881714047824
ENSMUSG00000002625	Akap8l	-0.326620624944042	0.230893637236122
ENSMUSG00000002633	Shh	0	1
