ID	symbol	lfc.4h	p.4h
ENSMUSG00000000223	Drp2	0	1
ENSMUSG00000000244	Tspan32	-0.0590404146420705	0.926929143689892
ENSMUSG00000000247	Lhx2	-1.79633566751797	0.147762830565845
ENSMUSG00000000248	Clec2g	0	1
ENSMUSG00000000253	Gmpr	-0.395574299251283	0.29434556476343
ENSMUSG00000000263	Glra1	0	1
ENSMUSG00000000266	Mid2	0	1
ENSMUSG00000000275	Trim25	-0.0619868991908706	0.893115530191347
ENSMUSG00000000276	Dgke	0.194564194001499	0.542217076233158
ENSMUSG00000000278	Scpep1	-0.523342467586502	0.22236097134707
ENSMUSG00000000282	Mnt	0.852477612689002	0.218020443351842
ENSMUSG00000000290	Itgb2	-0.087627519390443	0.862956325377606
ENSMUSG00000000295	Hddc2	-0.058249984465854	0.925546726971474
ENSMUSG00000000296	Tpd52l1	0	1
ENSMUSG00000000301	Pemt	-0.0264754609951045	0.972607010111023
ENSMUSG00000000303	Cdh1	0	1
ENSMUSG00000000305	Cdh4	0	1
ENSMUSG00000000308	Ckmt1	0	1
ENSMUSG00000000317	Bcl6b	0	1
ENSMUSG00000000318	Clec10a	-0.315757360938199	0.490053197768167
ENSMUSG00000000320	Alox12	0	1
ENSMUSG00000000325	Arvcf	1.28062510991202	0.160515861259782
ENSMUSG00000000326	Comt	-0.0841035825779522	0.774251316773043
ENSMUSG00000000339	Rtca	-0.170693749118262	0.575630044306469
ENSMUSG00000000340	Dbt	0.0987221564368834	0.766716352328727
ENSMUSG00000000346	Dazap2	-0.123292581060203	0.719111978621875
ENSMUSG00000000355	Mcts1	-0.139763097771254	0.67318123494872
ENSMUSG00000000359	Rem1	0	1
ENSMUSG00000000365	Rnf17	0.643277955959662	0.351502811928542
ENSMUSG00000000374	Trappc10	0.302244198915272	0.318398655689391
ENSMUSG00000000378	Ccm2	0.119689566734169	0.676133329593776
ENSMUSG00000000381	Wap	0	1
ENSMUSG00000000384	Tbrg4	0.597916023811257	0.13502308729998
ENSMUSG00000000385	Tmprss2	0	1
ENSMUSG00000000386	Mx1	-1.1956138182789	0.194071072472816
ENSMUSG00000000392	Fap	-0.365607316754963	0.534980788500843
ENSMUSG00000000394	Gcg	0	1
ENSMUSG00000000399	Ndufa9	-0.248191108926619	0.434146303411277
ENSMUSG00000000402	Egfl6	0	1
ENSMUSG00000000409	Lck	-1.30912754263218	0.13911306903703
ENSMUSG00000000411	Tssk3	0	1
ENSMUSG00000000416	Cttnbp2	0	1
ENSMUSG00000000420	Galnt1	-0.1251576522829	0.701487179726406
ENSMUSG00000000435	Myf5	0	1
ENSMUSG00000000439	Mkrn2	0.0567587143931224	0.875358766294951
ENSMUSG00000000440	Pparg	0.0254180457243895	0.948936986188672
ENSMUSG00000000441	Raf1	-0.290642983262409	0.351655933163711
ENSMUSG00000000486	Sept1	0.21871673808029	0.848940486400229
ENSMUSG00000000489	Pdgfb	1.34934057424653	0.126202704474533
ENSMUSG00000000530	Acvrl1	-0.0768535923006796	0.823582314561326
ENSMUSG00000000531	Grasp	0	1
ENSMUSG00000000532	Acvr1b	0.0930280359236389	0.863804413534692
ENSMUSG00000000538	Tom1l2	0.167330644901043	0.745019370869824
ENSMUSG00000000544	Gpa33	0	1
ENSMUSG00000000552	Zfp385a	-0.265173705932171	0.51723575538315
ENSMUSG00000000555	Itga5	0.850683877191375	0.124572695620935
ENSMUSG00000000560	Gabra2	0	1
ENSMUSG00000000561	Wdr77	0.327887725171327	0.457578772386119
ENSMUSG00000000562	Adora3	-1.52494395925667	0.103247658894846
ENSMUSG00000000563	Atp5f1	-0.311607422748336	0.354988661636464
ENSMUSG00000000567	Sox9	0	1
ENSMUSG00000000568	Hnrnpd	0.275762598291475	0.474862467076804
ENSMUSG00000000579	Dynlt1c	0	1
ENSMUSG00000000581	C1d	-0.141141128670051	0.68535182656554
ENSMUSG00000000594	Gm2a	-0.0440218172720933	0.908161213872471
ENSMUSG00000000600	Krit1	-0.297737958209009	0.343463302254116
ENSMUSG00000000605	Clcn4	-0.167264339549107	0.562337002435439
ENSMUSG00000000606	Vmn2r88	0	1
ENSMUSG00000000617	Grm6	0	1
ENSMUSG00000000627	Sema4f	0	1
ENSMUSG00000000628	Hk2	0.103425277787544	0.83962257166106
ENSMUSG00000000631	Myo18a	0.128443589341162	0.843880014316724
ENSMUSG00000000632	Sez6	0	1
ENSMUSG00000000673	Haao	-0.485770558284908	0.653633340717193
ENSMUSG00000000682	Cd52	-0.251187664159269	0.494802844980098
ENSMUSG00000000686	Abhd15	0.369461954454348	0.632048642793596
ENSMUSG00000000690	Hoxb6	0	1
ENSMUSG00000000693	Loxl3	-0.323901523050878	0.627528011915719
ENSMUSG00000000701	Tcl1b5	0	1
ENSMUSG00000000706	Btn1a1	0	1
ENSMUSG00000000708	Kat2b	-0.975650096379364	0.160928415720155
ENSMUSG00000000711	Rab5b	-0.0865786189556959	0.795117109458209
ENSMUSG00000000724	Cryba1	0	1
ENSMUSG00000000730	Dnmt3l	0.512112554764534	0.361621120532401
ENSMUSG00000000731	Aire	0	1
ENSMUSG00000000732	Icosl	0.353231167034471	0.276426041674557
ENSMUSG00000000738	Spg7	0.172350682159043	0.615752318370442
ENSMUSG00000000739	Sult5a1	0	1
ENSMUSG00000000740	Rpl13	-0.0344293751029278	0.971818462962737
ENSMUSG00000000743	Chmp1a	-0.158765054916676	0.550494842045452
ENSMUSG00000000751	Rpa1	0.0702988475217776	0.843880014316724
ENSMUSG00000000753	Serpinf1	-0.470985414585113	0.570890412769461
ENSMUSG00000000759	Tubgcp3	-0.0636176085094981	0.829776435585526
ENSMUSG00000000766	Oprm1	0	1
ENSMUSG00000000776	Polr3d	0.704527613863307	0.156859112127004
ENSMUSG00000000782	Tcf7	0	1
ENSMUSG00000000787	Ddx3x	0.277335002749438	0.495576247509042
ENSMUSG00000000791	Il12rb1	0	1
ENSMUSG00000000792	Slc5a5	0	1
ENSMUSG00000000794	Kcnn3	0	1
ENSMUSG00000000804	Usp32	-0.346697000934821	0.455870522492663
ENSMUSG00000000805	Car4	0	1
ENSMUSG00000000811	Txnrd3	0.488029585816449	0.275510964417675
ENSMUSG00000000817	Fasl	0	1
ENSMUSG00000000823	Zfp512b	0.407775959184507	0.311662273562389
ENSMUSG00000000826	Dnajc5	0.26063931178005	0.410119782158114
ENSMUSG00000000827	Tpd52l2	-0.124322545152462	0.699903309364399
ENSMUSG00000000838	Fmr1	-0.370605475920259	0.442537735925919
ENSMUSG00000000861	Bcl11a	-1.15664297805494	0.326441659780509
ENSMUSG00000000869	Il4	0	1
ENSMUSG00000000876	Pxmp4	-0.157223856250553	0.643801936412843
ENSMUSG00000000881	Dlg3	-0.302129574681058	0.441153223117687
ENSMUSG00000000884	Gnb1l	0.169704286805261	0.740614897423768
ENSMUSG00000000889	Dbh	0	1
ENSMUSG00000000901	Mmp11	0	1
ENSMUSG00000000902	Smarcb1	0.0446396675666287	0.893684930630446
ENSMUSG00000000903	Vpreb3	0	1
ENSMUSG00000000915	Hip1r	0.434679156122902	0.563945655626462
ENSMUSG00000000916	Nsun5	0.504457762317276	0.294217040438266
ENSMUSG00000000934	Top1mt	0.354697957513016	0.448972208124152
ENSMUSG00000000938	Hoxa10	0	1
ENSMUSG00000000942	Hoxa4	0	1
ENSMUSG00000000948	Gm38393	0	1
ENSMUSG00000000957	Mmp14	0.784976326150309	0.139316882388497
ENSMUSG00000000958	Slc7a7	-0.101561564333416	0.837940920820244
ENSMUSG00000000959	Oxa1l	0.224673976614062	0.485565258615579
ENSMUSG00000000976	Heatr6	0.270505814501074	0.393731537690925
ENSMUSG00000000982	Ccl3	0.248914438404026	0.456702347748868
ENSMUSG00000000983	Wfdc18	-0.164717033215936	0.733149702935279
ENSMUSG00000001014	Icam4	0.152589114574757	0.818648354492138
ENSMUSG00000001016	Ilf2	-0.0282106444221373	0.961219637513766
ENSMUSG00000001017	Chtop	-0.119435966412283	0.688888763325813
ENSMUSG00000001018	Snapin	-0.213360769835053	0.427437653388243
ENSMUSG00000001020	S100a4	-0.217445508227877	0.60615628987049
ENSMUSG00000001021	S100a3	0	1
ENSMUSG00000001023	S100a5	0	1
ENSMUSG00000001025	S100a6	-0.197497416857957	0.607874594132946
ENSMUSG00000001027	Scn4a	0	1
ENSMUSG00000001029	Icam2	-0.304410017240159	0.541795486565306
ENSMUSG00000001034	Mapk7	0.339019268572945	0.456380782384729
ENSMUSG00000001036	Epn2	0.639762354375932	0.218650763307585
ENSMUSG00000001039	B9d1	-0.374066718308713	0.688096344558076
ENSMUSG00000001052	Sec24b	-0.125246417516843	0.824085007377179
ENSMUSG00000001053	N4bp3	0.622618416104605	0.45294763999463
ENSMUSG00000001054	Rmnd5b	0.187231998136088	0.600781042248265
ENSMUSG00000001056	Nhp2	0.153811761503539	0.752747861157268
ENSMUSG00000001062	Vps9d1	-0.143886253288861	0.729190043324963
ENSMUSG00000001065	Zfp276	0.143403834310659	0.692024715236438
ENSMUSG00000001076	C1ql4	0	1
ENSMUSG00000001082	Mfsd10	0.440233978795402	0.270580076380254
ENSMUSG00000001089	Luzp1	-0.190345146604967	0.742261637078713
ENSMUSG00000001095	Slc13a2	0	1
ENSMUSG00000001098	Kctd10	-0.188540740135755	0.676859983782143
ENSMUSG00000001100	Poldip2	0.137894956451376	0.661842158435389
ENSMUSG00000001103	Sebox	0	1
ENSMUSG00000001105	Ift20	-0.0888896729412238	0.799087074684795
ENSMUSG00000001119	Col6a1	-0.424857084493002	0.829776435585526
ENSMUSG00000001120	Pcbp3	0.122197133879036	0.832748748279318
ENSMUSG00000001123	Lgals9	-0.805963614836365	0.176284875832217
ENSMUSG00000001127	Araf	0.00458090736336425	0.991029391533947
ENSMUSG00000001128	Cfp	-0.199635586062706	0.641616937076426
ENSMUSG00000001131	Timp1	-1.11652025354126	0.169754084990506
ENSMUSG00000001134	Uxt	-0.0860702577856155	0.831930384151209
ENSMUSG00000001138	Cnnm3	0.291438827805955	0.562565424186278
ENSMUSG00000001143	Lman2l	0.0233222665501766	0.960626677932464
ENSMUSG00000001150	Mcm3ap	0.301959556091629	0.385180126284072
ENSMUSG00000001151	Pcnt	0.518205177777616	0.201150554089937
ENSMUSG00000001155	Ftcd	0	1
ENSMUSG00000001156	Mxd1	-1.0185197561812	0.125015720256889
ENSMUSG00000001157	Gmcl1	-0.230094387229888	0.460485542722859
ENSMUSG00000001158	Snrnp27	-0.163664692436696	0.641285777673136
ENSMUSG00000001166	Oas1c	-0.75597298412798	0.173697514989447
ENSMUSG00000001168	Oas1h	0	1
ENSMUSG00000001173	Ocrl	0.190680817968897	0.659993288621203
ENSMUSG00000001175	Calm1	-0.281727958346099	0.385180126284072
ENSMUSG00000001211	Agpat3	0.0272170485544403	0.956321423171235
ENSMUSG00000001225	Slc26a3	0	1
ENSMUSG00000001227	Sema6b	0.422485703886824	0.483393312401623
ENSMUSG00000001228	Uhrf1	0.829249292039424	0.172799504439589
ENSMUSG00000001229	Dpp9	0.270076286151536	0.515077928433733
ENSMUSG00000001240	Ramp2	0	1
ENSMUSG00000001247	Lsr	-0.155041432436034	0.851919369766136
ENSMUSG00000001248	Gramd1a	-0.0794296384628488	0.869578974125575
ENSMUSG00000001249	Hpn	0.0280542720343436	0.961475143425705
ENSMUSG00000001260	Gabrg1	0	1
ENSMUSG00000001270	Ckb	-0.0653784455772982	0.842360851209493
ENSMUSG00000001280	Sp1	0.222705702441276	0.509786127109572
ENSMUSG00000001281	Itgb7	0.479008909519951	0.216649316149018
ENSMUSG00000001285	Myg1	0.0437678601797341	0.925518373736319
ENSMUSG00000001288	Rarg	0.329189654690028	0.496666524836665
ENSMUSG00000001289	Pfdn5	-0.238666370350935	0.47434714653291
ENSMUSG00000001300	Efnb2	0	1
ENSMUSG00000001305	Rrp15	0.405394630310206	0.312021709451293
ENSMUSG00000001313	Rnd2	-0.751481949873612	0.139316882388497
ENSMUSG00000001323	Srr	0.0146770059725708	0.980830687203444
ENSMUSG00000001333	Sync	0	1
ENSMUSG00000001334	Fndc5	0	1
ENSMUSG00000001348	Acp5	0.0984088868155151	0.882271268771865
ENSMUSG00000001349	Cnn1	0	1
ENSMUSG00000001366	Fbxo9	-0.0714702019045274	0.807336318949792
ENSMUSG00000001376	Vps50	-0.0413764286403005	0.895827684132052
ENSMUSG00000001380	Hars	0.264388760842382	0.332755216173512
ENSMUSG00000001383	Zmat2	-0.0591301437671178	0.854711202318748
ENSMUSG00000001403	Ube2c	0.126821599881441	0.819816097405903
ENSMUSG00000001415	Smg5	0.324419680203623	0.266936922741462
ENSMUSG00000001416	Cct3	-0.124111952772911	0.751097178592088
ENSMUSG00000001418	Glmp	-0.039996852435015	0.933421575182404
ENSMUSG00000001419	Mef2d	1.02119147685598	0.118254806897872
ENSMUSG00000001420	Tmem79	0	1
ENSMUSG00000001424	Snd1	-0.00991597886417582	0.985151442721437
ENSMUSG00000001435	Col18a1	0.361170656025032	0.512812030081797
ENSMUSG00000001436	Slc19a1	0.50526265299598	0.304595720587358
ENSMUSG00000001440	Kpnb1	0.44338348425327	0.263907517099731
ENSMUSG00000001441	Npepps	-0.177926303073713	0.610217245325803
ENSMUSG00000001444	Tbx21	0	1
ENSMUSG00000001445	Mrpl10	0.0467684228530305	0.900628813234787
ENSMUSG00000001467	Cyp51	-0.654966919507173	0.23405583814508
ENSMUSG00000001472	Tcf25	-0.120757154966793	0.683700542215825
ENSMUSG00000001473	Tubb6	-0.276242782000828	0.323729734477328
ENSMUSG00000001482	Def8	0.151293980094377	0.643801071088519
ENSMUSG00000001493	Meox1	0	1
ENSMUSG00000001494	Sost	0	1
ENSMUSG00000001496	Nkx2-1	0	1
ENSMUSG00000001497	Pax9	0	1
ENSMUSG00000001504	Irx2	0	1
ENSMUSG00000001506	Col1a1	-0.704084695650538	0.699661813404334
ENSMUSG00000001507	Itga3	0	1
ENSMUSG00000001508	Sgca	0	1
ENSMUSG00000001510	Dlx3	0	1
ENSMUSG00000001517	Foxm1	0.531793551186032	0.358218699409937
ENSMUSG00000001518	Itfg2	0.222845750612235	0.603740193739058
ENSMUSG00000001520	Nrip2	0	1
ENSMUSG00000001521	Tulp3	0.112186326640914	0.75883757433631
ENSMUSG00000001524	Gtf2h4	0.101928801538846	0.764808738104919
ENSMUSG00000001525	Tubb5	0.209421903419875	0.531097668240103
ENSMUSG00000001542	Ell2	0.0224117208393589	0.961474701545447
ENSMUSG00000001552	Jup	-0.973056365767073	0.299012104746713
ENSMUSG00000001555	Fkbp10	0	1
ENSMUSG00000001558	Klhl10	0	1
ENSMUSG00000001566	Mnx1	0	1
ENSMUSG00000001569	Nom1	0.403097731226369	0.269312468123016
ENSMUSG00000001576	Ergic1	0.198660028704882	0.543287534486936
ENSMUSG00000001583	Tnk1	0	1
ENSMUSG00000001588	Acap1	0.881348203179007	0.166667576547268
ENSMUSG00000001604	Tcea3	-0.228447019512169	0.82566213403966
ENSMUSG00000001622	Csn3	0	1
ENSMUSG00000001627	Ifrd1	0.143522670108323	0.699279949718445
ENSMUSG00000001630	Stk38l	-0.17751445429357	0.633437232724602
ENSMUSG00000001632	Brpf1	0.426789967191107	0.241485778149906
ENSMUSG00000001642	Akr1b3	-0.366432576380175	0.239356174563176
ENSMUSG00000001655	Hoxc13	0	1
ENSMUSG00000001656	Hoxc11	0	1
ENSMUSG00000001657	Hoxc8	0	1
ENSMUSG00000001661	Hoxc6	0	1
ENSMUSG00000001663	Gstt1	0.207312417594288	0.64255503677228
ENSMUSG00000001665	Gstt3	0.413774847324997	0.334603316351963
ENSMUSG00000001666	Ddt	0.248413325253124	0.541020567492571
ENSMUSG00000001670	Tat	0	1
ENSMUSG00000001672	Marveld3	0	1
ENSMUSG00000001674	Ddx18	0.605326963827731	0.152841012887725
ENSMUSG00000001687	Ubl3	-0.619119303498951	0.195774339319035
ENSMUSG00000001700	Gramd3	-0.0531147752483403	0.884162832013758
ENSMUSG00000001707	Eef1e1	0.455643136137976	0.395817439716338
ENSMUSG00000001729	Akt1	0.115217674851206	0.69435947565178
ENSMUSG00000001739	Cldn15	0	1
ENSMUSG00000001741	Il16	0.186538889859504	0.697475145110373
ENSMUSG00000001750	Tcirg1	-0.0820689391693784	0.87925078240964
ENSMUSG00000001751	Naglu	-0.220539660454392	0.671205228560923
ENSMUSG00000001755	Coasy	0.408272496399398	0.206721558966957
ENSMUSG00000001761	Smo	-1.16780691707248	0.125015720256889
ENSMUSG00000001763	Tspan33	0.51418049994642	0.345514004752058
ENSMUSG00000001767	Crnkl1	-0.224619216404169	0.45947848107667
ENSMUSG00000001768	Rin2	-0.955516928910609	0.163089083499192
ENSMUSG00000001773	Folh1	0	1
ENSMUSG00000001774	Chordc1	0.0366391616847827	0.92649856869954
ENSMUSG00000001783	Rtcb	-0.0049815343913765	0.991426189913346
ENSMUSG00000001785	Pwp1	0.380683925428633	0.239356174563176
ENSMUSG00000001786	Fbxo7	-0.329211875534476	0.338312551997425
ENSMUSG00000001794	Capns1	-0.105051127861698	0.765236902985355
ENSMUSG00000001802	Lrp3	0	1
ENSMUSG00000001804	Dsg4	0	1
ENSMUSG00000001815	Evx2	0	1
ENSMUSG00000001819	Hoxd13	0	1
ENSMUSG00000001823	Hoxd12	0	1
ENSMUSG00000001827	Folr1	-0.720737017389213	0.222948164878599
ENSMUSG00000001829	Clpb	0.255143076479434	0.454943015283397
ENSMUSG00000001833	Sept7	-0.274041148734847	0.436478084717272
ENSMUSG00000001844	Zdhhc4	-0.219912148409619	0.436478084717272
ENSMUSG00000001847	Rac1	-0.0728977298310145	0.829776435585526
ENSMUSG00000001855	Nup214	0.504014729124599	0.227319024366196
ENSMUSG00000001864	Aif1l	0	1
ENSMUSG00000001865	Cpa3	0	1
ENSMUSG00000001870	Ltbp1	0	1
ENSMUSG00000001891	Ugp2	-0.457968726547115	0.194071072472816
ENSMUSG00000001901	Kcnh6	0	1
ENSMUSG00000001909	Trmt1	0.516626560001772	0.150220098559997
ENSMUSG00000001910	Nacc1	0.3102460448537	0.409361805943206
ENSMUSG00000001911	Nfix	-0.137465907646506	0.854053546006535
ENSMUSG00000001918	Slc1a5	0.618088271588738	0.147762830565845
ENSMUSG00000001924	Uba1	-0.115837521924255	0.774341914813804
ENSMUSG00000001930	Vwf	-0.163930358302704	0.838334775090142
ENSMUSG00000001942	Siae	-0.119891804683544	0.772649975332057
ENSMUSG00000001943	Vsig2	0	1
ENSMUSG00000001946	Esam	0	1
ENSMUSG00000001948	Spa17	-0.46044022827055	0.472009748069474
ENSMUSG00000001962	Fam50a	-0.0508899366484511	0.878746828023205
ENSMUSG00000001964	Emd	-0.0522608821889753	0.881851747134916
ENSMUSG00000001983	Taco1	0.0218575616672234	0.967806487338807
ENSMUSG00000001985	Grik3	0	1
ENSMUSG00000001986	Gria3	-0.0608626267062332	0.955234937891283
ENSMUSG00000001988	Npas1	0	1
ENSMUSG00000001995	Sipa1l2	-0.229892654066072	0.603567684055054
ENSMUSG00000001998	Ap4e1	0.0122780647693359	0.976420757854852
ENSMUSG00000001999	Blvra	-0.448614409258918	0.186658148765738
ENSMUSG00000002006	Pdzd4	0	1
ENSMUSG00000002007	Srpk3	0	1
ENSMUSG00000002010	Idh3g	-0.0312881097651167	0.936573428405222
ENSMUSG00000002012	Pnck	0	1
ENSMUSG00000002014	Ssr4	-0.0841693015700077	0.861122145418875
ENSMUSG00000002015	Bcap31	-0.381631095604931	0.246730690506527
ENSMUSG00000002017	Fam98a	0.426691909021203	0.277402156430198
ENSMUSG00000002020	Ltbp2	0.289167872575675	0.780567546650113
ENSMUSG00000002028	Kmt2a	0.427165137296485	0.23584192991496
ENSMUSG00000002031	Ift46	-0.401301478525766	0.217727259433099
ENSMUSG00000002032	Tmem25	0.0609115434243423	0.940723023187118
ENSMUSG00000002033	Cd3g	0	1
ENSMUSG00000002043	Trappc6a	-0.591177607314236	0.12336245822372
ENSMUSG00000002052	Supt6	0.307022605892573	0.4963185753507
ENSMUSG00000002055	Spag5	0.150904425346135	0.795709238970259
ENSMUSG00000002057	Foxn1	0	1
ENSMUSG00000002058	Unc119	-0.18131652849014	0.537592873897705
ENSMUSG00000002059	Rab34	-0.115588900784445	0.807460033491367
ENSMUSG00000002064	Sdf2	-0.447414026374916	0.18167813364946
ENSMUSG00000002068	Ccne1	0.204736523229876	0.707215176789246
ENSMUSG00000002076	Hsf2bp	0.246697956756156	0.752747861157268
ENSMUSG00000002083	Bbc3	-0.456335862614954	0.213532944815024
ENSMUSG00000002100	Mybpc3	-0.44393253708071	0.216610158767164
ENSMUSG00000002102	Psmc3	-0.165522714276843	0.624571286035642
ENSMUSG00000002103	Acp2	0.425321079317227	0.218650763307585
ENSMUSG00000002104	Rapsn	-0.982291952956837	0.152666381359961
ENSMUSG00000002105	Slc39a13	0.381955379173774	0.31674838602763
ENSMUSG00000002107	Celf2	-0.189275481260747	0.645353555302713
ENSMUSG00000002108	Nr1h3	0.640690027896224	0.197151762731049
ENSMUSG00000002109	Ddb2	0.23262930402316	0.561087060898124
ENSMUSG00000002111	Spi1	0.0524351261258377	0.88006706702206
ENSMUSG00000002129	Sf3a1	0.485706304472939	0.226816286090132
ENSMUSG00000002147	Stat6	0.0986079201249925	0.817892548110449
ENSMUSG00000002190	Clgn	0	1
ENSMUSG00000002204	Napsa	0.0174454375905329	0.97280201357176
ENSMUSG00000002205	Vrk3	0.182228547458385	0.488649672217921
ENSMUSG00000002210	Smg9	0.140932342163541	0.738691194818219
ENSMUSG00000002221	Paxip1	0.448281392728066	0.234834336081007
ENSMUSG00000002222	Rmnd5a	0.894465940486074	0.111505592964314
ENSMUSG00000002227	Mov10	-0.630173653379328	0.333663767462722
ENSMUSG00000002228	Ppm1j	-0.0186418290615745	0.984834423687038
ENSMUSG00000002233	Rhoc	-0.819234971849613	0.125015720256889
ENSMUSG00000002240	Prr27	0	1
ENSMUSG00000002249	Tead3	0	1
ENSMUSG00000002250	Ppard	0.123296363877619	0.824188542829839
ENSMUSG00000002257	Def6	0.615226982823964	0.261136320941197
ENSMUSG00000002265	Peg3	0	1
ENSMUSG00000002266	Zim1	0	1
ENSMUSG00000002274	Metrn	-0.0391468362130064	0.937348306800063
ENSMUSG00000002279	Lmf1	-0.012042837654349	0.984464198896129
ENSMUSG00000002280	Narfl	0.00665679305574565	0.989063540374512
ENSMUSG00000002289	Angptl4	0.211543124383666	0.848940486400229
ENSMUSG00000002297	Dbf4	0.230655309247923	0.509786127109572
ENSMUSG00000002307	Daxx	-0.63603369519956	0.273189940487585
ENSMUSG00000002308	Cd320	0.114881786978541	0.813531522589666
ENSMUSG00000002319	Ipo4	0.771922122031474	0.138993601923162
ENSMUSG00000002320	Tm9sf1	0.150817203747821	0.644738544317653
ENSMUSG00000002324	Rec8	0	1
ENSMUSG00000002325	Irf9	-0.153460254638445	0.591327151449834
ENSMUSG00000002326	Gmpr2	0.0455740644240333	0.923319437469322
ENSMUSG00000002329	Mdp1	-0.195577567790016	0.526221087951476
ENSMUSG00000002332	Dhrs1	-0.202161585131883	0.456079665184034
ENSMUSG00000002341	Ncan	0	1
ENSMUSG00000002342	Tmem161a	0.345656477974783	0.234729902856557
ENSMUSG00000002343	Armc6	0.437700695202209	0.494439558518343
ENSMUSG00000002345	Borcs8	-0.25520132961582	0.37309055860893
ENSMUSG00000002346	Slc25a42	0.556030403914342	0.461979449429487
ENSMUSG00000002365	Snx9	-0.210606902544307	0.581356806619413
ENSMUSG00000002372	Ranbp3	0.355479449594669	0.226542903807215
ENSMUSG00000002379	Ndufa11	-0.121672510535807	0.746441712416173
ENSMUSG00000002384	Bmp8b	0	1
ENSMUSG00000002393	Nr2f6	0.202950319290883	0.705352952943319
ENSMUSG00000002395	Use1	-0.171650606736262	0.586971258729351
ENSMUSG00000002396	Ocel1	0.191375792207419	0.625892348112581
ENSMUSG00000002409	Dyrk1b	-0.0142078813872405	0.982346090435786
ENSMUSG00000002413	Braf	0.57251389333057	0.13502308729998
ENSMUSG00000002416	Ndufb2	-0.00294691586635693	0.995761781765626
ENSMUSG00000002428	Hltf	-0.379402473248031	0.322532447793008
ENSMUSG00000002455	Prpf6	0.221047285679785	0.614014119563833
ENSMUSG00000002458	Rgs19	0.208424361810843	0.48299765107399
ENSMUSG00000002459	Rgs20	0	1
ENSMUSG00000002475	Abhd3	-0.159153212880615	0.809737070300135
ENSMUSG00000002477	Snrpd1	0.0656194840606141	0.902917301329931
ENSMUSG00000002486	Tchp	0.287737320297319	0.663145186182804
ENSMUSG00000002489	Tiam1	-0.270332185935532	0.521877003957092
ENSMUSG00000002496	Tsc2	0.29009775753541	0.536584104136605
ENSMUSG00000002500	Rpl3l	0	1
ENSMUSG00000002504	Slc9a3r2	0	1
ENSMUSG00000002524	Puf60	-0.0214536132455822	0.954560198287701
ENSMUSG00000002546	Golga2	0.240560110174502	0.499952326459104
ENSMUSG00000002550	Uck1	-0.0869205377516564	0.827474214386357
ENSMUSG00000002565	Scin	1.38649916118978	0.133183805192953
ENSMUSG00000002578	Ikzf4	0	1
ENSMUSG00000002580	Mien1	-0.246865488028544	0.441153223117687
ENSMUSG00000002588	Pon1	0	1
ENSMUSG00000002602	Axl	-0.049212841363734	0.90246598023753
ENSMUSG00000002603	Tgfb1	0.00381179193313156	0.995857901272933
ENSMUSG00000002608	Ccdc97	0.45550468892802	0.265597567641409
ENSMUSG00000002617	Zfp40	-0.124322787981751	0.771549534893081
ENSMUSG00000002625	Akap8l	0.298591798094283	0.337757106070637
ENSMUSG00000002633	Shh	0	1
