eid	symbol	dN4BP1.v.WT.lfc	dN4BP1.v.WT.pval	WT8h.v.untreat.lfc	WT8h.v.untreat.pval	MLKLkoC8ko.v.WT8h.lfc	MLKLkoC8ko.v.WT8h.pval	MLKLkoC8ko.v.MLKLko.lfc	MLKLkoC8ko.v.MLKLko.pval	MLKLkoN4ko.v.MLKLko.lfc	MLKLkoN4ko.v.MLKLko.pval	MLKLkoC8koN4ko.v.MLKLkoC8ko.lfc	MLKLkoC8koN4ko.v.MLKLkoC8ko.pval
ENSMUSG00000000440	Pparg	0.0159976828165886	0.99998065118168	-2.64540710631657	8.45626981796546e-12	1.76522983750139	8.79786578832707e-07	2.60225704305297	2.30615893405423e-09	-0.0162451449937524	0.999977687840358	-1.52375501098998	1.00919069943392e-05
ENSMUSG00000000441	Raf1	0.0588719091604197	0.99998065118168	0.839170271037047	4.78678568497152e-07	-0.29886344087028	0.126296765757835	-0.279263554616249	0.0587932752311465	0.071317996182394	0.999977687840358	0.467571171841892	0.0114802569805637
ENSMUSG00000000489	Pdgfb	-0.143088612899641	0.99998065118168	0.294480442387522	0.400857119417822	0.175758057027664	0.767306285019918	0.680167491122967	0.0704100441600703	-0.34624927801957	0.999977687840358	0.191913590246336	0.924610583627428
ENSMUSG00000000530	Acvrl1	-0.19996109158522	0.99998065118168	0.288189493357546	0.238850442432105	-0.26479069770546	0.54375282086503	-0.455833165960359	0.0823989597485521	-0.259952617330746	0.999977687840358	-0.0798202872882197	0.953482769824669
ENSMUSG00000000532	Acvr1b	0.239257288752564	0.99998065118168	2.32258538791599	1.4899050440738e-12	-1.3390632179269	8.79786578832707e-07	-1.24153854998248	1.30071493285576e-06	0.11556229515564	0.999977687840358	0.920801947198013	0.00045147532643166
ENSMUSG00000000538	Tom1l2	-0.0236981737974764	0.99998065118168	0.915862692751639	0.00333231496721506	-0.245487289200363	0.637657428489032	-0.179528021924928	0.549088935848542	0.0327050973332357	0.999977687840358	0.187885722818268	0.904517201392121
ENSMUSG00000000552	Zfp385a	-0.0751280714965512	0.99998065118168	1.2585116532326	0.00834515577740724	-0.265839089756457	0.73206424895851	-0.353225848573919	0.441344606857796	0.145558816900699	0.999977687840358	-0.20318000267742	0.94380547716435
ENSMUSG00000000555	Itga5	-0.0215565214865627	0.99998065118168	4.18354671053033	9.19377972420834e-10	-0.521561456787817	0.531112295433041	-0.737210933110484	0.132593000212568	0.071057025500183	0.999977687840358	0.603155069351672	0.59871779237018
ENSMUSG00000000561	Wdr77	0.0821883846348506	0.99998065118168	-1.27453879249953	5.37562907769949e-05	0.380482156604637	0.482760127254354	-0.0483449253406691	0.876243595697798	-0.145010946315162	0.999977687840358	0.100754675917398	0.950967782516726
ENSMUSG00000000563	Atp5f1	-0.133488615118312	0.99998065118168	-0.194963326995455	0.565770475311325	0.226318574271656	0.690755526857271	0.805482677538848	0.0307579146887474	-0.0313817678691786	0.999977687840358	-0.0751516289460046	0.96479440032498
ENSMUSG00000000568	Hnrnpd	0.238564582746029	0.99998065118168	1.62378533383905	0.00018097250557153	-0.281407156312291	0.66570821164782	-0.543210605898378	0.165304847687839	-0.0444036985453566	0.999977687840358	0.2731215788966	0.88124098831071
ENSMUSG00000000581	C1d	0.000541817399956734	0.99998065118168	-0.495594945998369	0.244317595758976	0.361797491258734	0.632531218541711	0.833975597327179	0.0715320819033453	-0.0371655152802939	0.999977687840358	-0.0459006058712186	0.980280495415475
ENSMUSG00000000594	Gm2a	0.388173581930619	0.99998065118168	-1.09179281510649	0.0027333964693134	0.0247805572974498	0.970859904157117	-0.854499380217906	0.0291147188461319	0.329549852526291	0.999977687840358	-0.12812825465318	0.95073261194597
ENSMUSG00000000600	Krit1	0.131080155122215	0.99998065118168	1.45935359050558	0.0347370326735008	-0.568985176418546	0.604310950663347	-1.04584626108091	0.0918821053610837	-0.0755628355351199	0.999977687840358	0.518762262427305	0.841314586582232
ENSMUSG00000000605	Clcn4	0.0848176851714202	0.99998065118168	-0.84088185896134	3.71889296002885e-06	-0.0721214734613378	0.788803743464522	-0.413364934941529	0.0190755380367492	0.138093657415945	0.999977687840358	0.0895981273885162	0.921370729778667
ENSMUSG00000000628	Hk2	0.985341455889362	0.99998065118168	2.60477769080629	0.115141692544147	-0.683642508264449	0.736632888730791	-2.00466643370946	0.0925409180404745	0.386082472208177	0.999977687840358	0.927566627882036	0.863218391092073
ENSMUSG00000000631	Myo18a	0.40856466231777	0.99998065118168	0.700273440909708	0.520625333856148	-0.225312719280325	0.897060330685999	-1.52636708172338	0.128858908672705	-0.0632830157414856	0.999977687840358	0.0554651720235633	0.991161222974563
ENSMUSG00000000682	Cd52	0.325562324099444	0.99998065118168	-0.906947610247922	0.00354892851428235	0.633631610699956	0.148789123775803	0.583583505758041	0.0719045584927002	0.161921779236076	0.999977687840358	-0.23153785216793	0.871594035412554
ENSMUSG00000000686	Abhd15	0.548928976023766	0.99998065118168	-4.8463700009619	1.55341487410602e-12	1.32127055856469	0.0466814747816499	0.487078482810133	0.248799587021119	0.320243867090331	0.999977687840358	-0.322840984732363	0.874613574522556
ENSMUSG00000000693	Loxl3	0.092295998538185	0.99998065118168	0.726711028867435	0.0461786623180977	0.151432938094623	0.788803743464522	0.239447687348533	0.47089349155484	-0.415053667305616	0.999977687840358	-0.352294831604661	0.748285102643869
ENSMUSG00000000708	Kat2b	0.146892512290862	0.99998065118168	3.01656165780898	3.19732953869467e-05	-0.808354853589459	0.276821699230891	-0.905542981388968	0.070406192112105	0.223733168396691	0.999977687840358	0.395298171094034	0.847120583798263
ENSMUSG00000000711	Rab5b	0.0258796679997202	0.99998065118168	-0.172420120725556	0.346725149128443	-0.180186629733123	0.578858647357843	-0.12483685829447	0.505142192500074	0.124660257745582	0.999977687840358	-0.0285209986166421	0.971534301742534
ENSMUSG00000000732	Icosl	0.190165979373584	0.99998065118168	5.16042370039805	0.000252795262277312	-1.59517467804841	0.0677314103357466	-1.56475849171343	0.0256010872568469	0.107328810355591	0.999977687840358	1.09566299119125	0.362443882797864
ENSMUSG00000000738	Spg7	-0.141703054088286	0.99998065118168	0.383628854708186	0.000936073836496588	-0.0100303668019048	0.960516791595141	0.15163069335365	0.182434475163663	-0.0548058828252023	0.999977687840358	-0.0647652624870352	0.915169958638371
ENSMUSG00000000743	Chmp1a	-0.250934105228873	0.99998065118168	-0.607943052082204	0.0715154008388206	0.21227913188012	0.712315592527906	0.507193733293191	0.152631930280436	0.0090693285212069	0.999977687840358	-0.275285241170875	0.854668322825524
ENSMUSG00000000751	Rpa1	-0.216107999194511	0.99998065118168	-0.613003592992382	0.00466669131815801	0.367349393693048	0.278652891937907	0.722176007659252	0.00359420729044974	-0.0913015569343676	0.999977687840358	-0.27065451427266	0.615636454095153
ENSMUSG00000000759	Tubgcp3	0.00617968192801932	0.99998065118168	-0.152662650917839	0.147424727093082	-0.0631748955077045	0.734303036232534	0.0752731918591634	0.493878212363238	0.161087398990507	0.999977687840358	0.0312675569569132	0.953994460990672
ENSMUSG00000000776	Polr3d	0.124356265160353	0.99998065118168	0.987411596666186	0.00187440706985091	-0.485605904345404	0.302054154973609	-1.32009635661828	8.53055973281624e-05	0.0611486698067663	0.999977687840358	0.792707721062653	0.0506289862803388
ENSMUSG00000000787	Ddx3x	0.361008249232889	0.99998065118168	-0.0339870012257322	0.939705334683535	-0.534727737288654	0.455304457102324	-1.10333791570873	0.0165705116376367	0.104704091401636	0.999977687840358	0.696338499827912	0.364730130451079
ENSMUSG00000000804	Usp32	0.289444650818081	0.99998065118168	2.17156586037394	0.0379062930578242	-0.859413314043255	0.569522761880297	-1.25239506305548	0.148748180302547	0.294452354821418	0.999977687840358	0.529865507947185	0.909456155510946
ENSMUSG00000000826	Dnajc5	-0.0186266006596689	0.99998065118168	0.418257997863593	0.091481305306624	-0.2324994984134	0.595558565636414	-0.37994840535217	0.143180659478291	0.0304577207865968	0.999977687840358	0.0170653679914308	0.98622434908803
ENSMUSG00000000827	Tpd52l2	0.0474756989200831	0.99998065118168	-0.74777750341253	0.00469785806608079	0.298034236994286	0.516090815941954	0.281211392222077	0.285756605659393	-0.0621688994242806	0.999977687840358	0.0694961846919719	0.956642326414183
ENSMUSG00000000838	Fmr1	0.404281069193753	0.99998065118168	1.99496428916572	0.0486275571689016	-0.219889882591479	0.865141448877358	-0.699125958539708	0.332505755845258	0.021049156312781	0.999977687840358	0.532182754121449	0.878254736110295
ENSMUSG00000000876	Pxmp4	-0.109917854961543	0.99998065118168	-1.23577860016306	5.17905963471096e-07	0.0568111740529216	0.880047665474175	0.0132092687676	0.954411966116841	0.190283817420554	0.999977687840358	-0.308566807284862	0.56318828147992
ENSMUSG00000000884	Gnb1l	-0.0509486066035401	0.99998065118168	-1.48339535113459	0.0012998375336474	0.864641132966282	0.247296568948451	0.940244990181921	0.0538654256070019	-0.207703696081744	0.999977687840358	-0.546280857162238	0.653845012648504
ENSMUSG00000000902	Smarcb1	-0.171911097817349	0.99998065118168	0.563642828384579	0.000187710795138365	-0.288833361597427	0.15713713077307	0.1805489701995	0.21096071026848	0.0374448021429057	0.999977687840358	-0.0718243451656191	0.93425376044936
ENSMUSG00000000916	Nsun5	-0.0296641865389686	0.99998065118168	-0.735263208128855	0.0201837298110647	0.408191426315588	0.487933919707853	0.31349368549031	0.331618705100869	0.0653754060494602	0.999977687840358	0.118277674476568	0.949666637123363
ENSMUSG00000000957	Mmp14	0.385206031098869	0.99998065118168	7.99523850691735	0.00500504053853647	-0.817976593004819	0.609444723252562	-1.89941337739531	0.0512154487406375	0.163150589823937	0.999977687840358	1.54967102336615	0.347894615597607
ENSMUSG00000000958	Slc7a7	-0.0334322948834149	0.99998065118168	1.71933109409572	6.5952705193883e-07	-1.16198790306715	0.00130832877952486	-1.3336467215411	9.90623846231643e-05	0.0979164955761291	0.999977687840358	0.539640057606564	0.26796963311326
ENSMUSG00000000959	Oxa1l	-0.0299434978099304	0.99998065118168	-0.899187842100764	1.21937669126639e-08	0.155098696339248	0.467729987086266	0.108997897142801	0.377154762179129	0.0460884218366653	0.999977687840358	-0.201654586826148	0.389349868577715
ENSMUSG00000000976	Heatr6	-0.0110952540846556	0.99998065118168	2.3643235363755	0.000139242446221672	-1.20101806785662	0.0935687755363728	-1.46064285262431	0.0104144944904224	0.290986337502197	0.999977687840358	0.383718849251121	0.880412742978417
ENSMUSG00000000982	Ccl3	0.331785891254869	0.99998065118168	5.94362947937595	9.68609505786761e-20	-0.647169671805862	0.0247570201984293	-0.888886570306433	0.000554220157674254	0.512802839217139	0.999977687840358	1.939399536467	2.31269558376455e-08
ENSMUSG00000001016	Ilf2	-0.181541855151998	0.99998065118168	-0.138727320375502	0.350150126704867	0.191351388147896	0.463763539932372	0.548048801453476	0.0017325471179057	-0.0808023363884374	0.999977687840358	0.0535344763830548	0.95073261194597
ENSMUSG00000001017	Chtop	-0.0584634727029369	0.99998065118168	0.463685630208656	0.00866675240053238	0.124675167957746	0.672643931330779	0.494570967340941	0.011311091826958	-0.089542103818026	0.999977687840358	0.0468613849194348	0.956021719807283
ENSMUSG00000001018	Snapin	-0.0947359665421406	0.99998065118168	-0.893322193415456	7.07677003398661e-05	0.323028761501074	0.339604626259853	0.186169932830389	0.372280058719452	-0.094464699227002	0.999977687840358	-0.285707970040513	0.542925082955296
ENSMUSG00000001020	S100a4	-0.0429446825644959	0.99998065118168	-1.40661390602909	0.0225325181291005	0.558232380466331	0.607365500676714	1.25008579296825	0.061432861867116	0.0519510901117926	0.999977687840358	-0.360859444181381	0.915169958638371
ENSMUSG00000001025	S100a6	-0.140595188935039	0.99998065118168	-0.731952000601822	0.191651936774776	0.3407446936395	0.721730860842383	0.787575329438996	0.178430562976291	-0.126209807277922	0.999977687840358	-0.0362004088375567	0.987566314833894
ENSMUSG00000001029	Icam2	-0.235580881639994	0.99998065118168	-1.12928940120674	0.000912200064475367	-0.0187760687260754	0.978719884938034	-0.188170207842579	0.599055220145308	-0.0850113700674706	0.999977687840358	0.122155178716208	0.951120229409003
ENSMUSG00000001034	Mapk7	0.053010356736154	0.99998065118168	1.16080653431087	0.00044121846727782	-0.342726899041615	0.523613142977905	-0.372488683312887	0.224700071866739	0.141208045757389	0.999977687840358	0.30094820249831	0.762301884722057
ENSMUSG00000001052	Sec24b	0.189508531819703	0.99998065118168	2.38067546045197	0.0011458692423892	-0.546227285621823	0.635552727716032	-0.548270394285972	0.409265376365795	0.138788615522672	0.999977687840358	0.471646813729236	0.881052843318538
ENSMUSG00000001054	Rmnd5b	-0.0467154492467428	0.99998065118168	-0.416197089839499	0.00816364184154224	-0.177632006883357	0.537107821433883	-0.247522248388981	0.136507068843628	-0.0799827920983187	0.999977687840358	-0.0194793540019091	0.977751023538788
ENSMUSG00000001056	Nhp2	-0.36006362045016	0.99998065118168	-0.0558765160237726	0.908174602368034	0.30779355444302	0.690258491384443	0.844791087463829	0.0827286024875152	-0.1016989506015	0.999977687840358	-0.254973048984143	0.921860507034396
ENSMUSG00000001062	Vps9d1	-0.0801456127153237	0.99998065118168	0.955598332851634	0.00566629254152281	-0.381132698384873	0.511569788205697	-0.33539603507132	0.309550045812356	0.0501505848927568	0.999977687840358	-0.615422312205292	0.348984848096948
ENSMUSG00000001065	Zfp276	0.0468013603988928	0.99998065118168	1.22380718245348	0.00227757807309693	-0.301430325300172	0.620703554746053	-0.421350005113724	0.218137287648758	-0.104515171197105	0.999977687840358	-0.0226404962184992	0.987741109161637
ENSMUSG00000001082	Mfsd10	-0.283387393803469	0.99998065118168	0.461586507840019	0.0401325049729086	0.177769609729974	0.647107444974804	0.926940977396247	0.000506823590690868	0.0777764451231118	0.999977687840358	-0.037401780304104	0.968967873415664
ENSMUSG00000001089	Luzp1	0.450479447334815	0.99998065118168	1.58873387119251	0.219505693160768	-0.422887017923331	0.81867359634974	-1.32540908444098	0.213483368385836	0.0935823000675642	0.999977687840358	0.398428718485259	0.95073261194597
ENSMUSG00000001098	Kctd10	-0.163731748862176	0.99998065118168	0.843365766502709	2.62241806562387e-07	-0.542750568358718	0.00138422406801503	0.0559998755437991	0.682764053634655	0.0898963887704634	0.999977687840358	0.174019293435739	0.589891419866989
ENSMUSG00000001100	Poldip2	-0.0550839490268649	0.99998065118168	-1.01443784180831	0.00301563215979034	0.463852174447294	0.40983654920726	0.582108100309583	0.0999177662453402	-0.00790124316947072	0.999977687840358	-0.0573951519676807	0.968967873415664
ENSMUSG00000001105	Ift20	-0.0902674463960009	0.99998065118168	-0.667472351966579	0.000410634092789222	0.298725368061517	0.311885388661144	-0.00686320932104589	0.971301812909684	-0.0442303243205346	0.999977687840358	-0.172135326804683	0.78666552998179
ENSMUSG00000001119	Col6a1	-0.226089145037591	0.99998065118168	0.431642701356346	0.577985779728342	-2.94266628497387	0.119724915094685	-3.77477510954668	0.00987510370514256	-0.477072817801119	0.999977687840358	0.412409311726423	0.959632347717384
ENSMUSG00000001123	Lgals9	0.000640684341286502	0.99998065118168	3.16838614449366	1.95720480011652e-09	-0.410021587234867	0.537952641798602	0.298160360118663	0.43376875462632	0.132212316460269	0.999977687840358	0.0113422625921356	0.993410098767489
ENSMUSG00000001127	Araf	-0.00243418076807078	0.99998065118168	-0.252033415243983	0.192176535304434	0.209031566403186	0.544820567121649	0.259994429060482	0.19437700761807	0.0464691743547068	0.999977687840358	-0.0515306423847495	0.956786892907844
ENSMUSG00000001128	Cfp	0.0956442230238448	0.99998065118168	-1.28045439622872	2.51975009688859e-07	-0.22849535713272	0.528483215069386	-0.536512436851446	0.0182329095853977	0.104604802838944	0.999977687840358	0.230346182558254	0.690356864012176
ENSMUSG00000001131	Timp1	-0.0794127345550173	0.99998065118168	-1.48834519214832	4.55156738468089e-07	-2.44544361440673	3.96331655943366e-06	-3.66868326966523	1.02944749866601e-09	-0.287904762477983	0.999977687840358	-0.962043001918031	0.314805463115955
ENSMUSG00000001134	Uxt	0.0629188093150765	0.99998065118168	-0.628367546837988	0.17021319658047	0.545580022855586	0.525688879068055	0.971078711316282	0.0610011230584493	0.198905622083149	0.999977687840358	0.0279391112141694	0.987865507406975
ENSMUSG00000001138	Cnnm3	0.286543887817575	0.99998065118168	-1.43965944708297	9.71780804525334e-06	-0.144501513420305	0.801747785044011	-0.866396561260646	0.0139799755666825	0.132760202577718	0.999977687840358	0.0552895675508993	0.971012403518391
ENSMUSG00000001143	Lman2l	-0.0787242351948434	0.99998065118168	-1.18201930815787	2.84182350068503e-06	0.0902295214988769	0.811270921713	0.24258254671848	0.28767408683641	0.0849816874165041	0.999977687840358	-0.504559994299031	0.162944768537016
ENSMUSG00000001150	Mcm3ap	-0.168814701334878	0.99998065118168	0.63648878855599	0.390969030757647	-0.304817815449874	0.807663714721171	-0.905237920284196	0.211200301248266	-0.0860887393463972	0.999977687840358	0.044108171639119	0.989293636499214
ENSMUSG00000001151	Pcnt	1.397475544796	0.99998065118168	-1.07790634189064	0.507320249782816	0.567467392518171	0.850899630694658	-1.7893090777072	0.207887749689167	-0.343645105290644	0.999977687840358	-0.0348878210812851	0.994639840615196
ENSMUSG00000001156	Mxd1	-0.196078314715297	0.99998065118168	4.63468091445526	7.92886464347374e-05	-0.817616165056815	0.434526768511193	0.616911338440875	0.343373637862027	0.100205860428932	0.999977687840358	0.412208747472564	0.898515236443745
ENSMUSG00000001157	Gmcl1	-0.204053818538878	0.99998065118168	0.137778535051752	0.588505035121193	-0.355476368023463	0.451097888731366	-0.388806868217673	0.159138316832552	-0.0593203048107549	0.999977687840358	0.0509942508206187	0.968622412780071
ENSMUSG00000001158	Snrnp27	-0.030357058334407	0.99998065118168	0.26621036187964	0.400857119417822	0.527377067978812	0.28618574097821	0.902572653923069	0.0107343620395159	-0.0972607272980301	0.999977687840358	-0.14906048779757	0.936022835157475
